,precision,recall,f1-score,support
AppleiCloud,0.9825949367088608,1.0,0.9912210694333599,621.0
AppleiTunes,0.9922480620155039,0.9142857142857143,0.9516728624535317,140.0
Dropbox,0.9859762675296656,0.9907859078590786,0.988375236550419,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9780775716694773,0.87,0.9208785392961102,2000.0
GMail,0.9766476388168137,0.941,0.9584924879042526,2000.0
Github,0.9926578560939795,1.0,0.9963154016212232,1352.0
GoogleDrive,0.9350145489815713,0.964,0.949286065977351,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9492753623188406,0.9517384535547483,0.9505053122570614,1927.0
Instagram,0.9621909840038778,0.9925,0.977110509475757,2000.0
MS_OneDrive,0.9956942949407965,1.0,0.9978425026968716,925.0
NetFlix,0.98989898989899,0.9545454545454546,0.971900826446281,308.0
Skype,0.9726582278481013,0.9741379310344828,0.9733975171015963,1972.0
Snapchat,1.0,0.825,0.9041095890410958,40.0
SoundCloud,0.7142857142857143,0.4166666666666667,0.5263157894736842,36.0
Spotify,0.982051282051282,1.0,0.9909443725743854,766.0
Steam,0.976,0.9384615384615385,0.9568627450980391,130.0
TeamViewer,0.9955156950672646,0.9955156950672646,0.9955156950672646,223.0
Telegram,0.9595959595959596,1.0,0.979381443298969,285.0
Twitter,0.9958974358974358,0.9908163265306122,0.9933503836317135,1960.0
WhatsApp,0.9053658536585366,0.9778714436248683,0.9402228976697062,1898.0
Wikipedia,0.9890909090909091,1.0,0.9945155393053016,272.0
YouTube,0.9609254498714653,0.9704049844236761,0.9656419529837252,1926.0
eBay,0.967391304347826,0.8557692307692307,0.9081632653061225,104.0
accuracy,0.9692014070803083,0.9692014070803083,0.9692014070803083,0.9692014070803083
macro avg,0.9663621737877147,0.9384399738729334,0.9499905576059078,26722.0
weighted avg,0.9696305174312465,0.9692014070803083,0.9689152760091926,26722.0
