,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.9586206896551724,0.9928571428571429,0.9754385964912282,140.0
Dropbox,0.9924528301886792,0.9978319783197832,0.9951351351351352,1845.0
FTP_DATA,1.0,0.96875,0.9841269841269841,32.0
Facebook,0.9655913978494624,0.898,0.9305699481865285,2000.0
GMail,0.9717314487632509,0.9625,0.9670936950514947,2000.0
Github,0.9970479704797048,0.9992603550295858,0.9981529368304396,1352.0
GoogleDrive,0.9632611977856065,0.957,0.9601203912716327,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9788247750132345,0.9595225739491438,0.9690775681341718,1927.0
Instagram,0.9679611650485437,0.997,0.9822660098522168,2000.0
MS_OneDrive,0.9924892703862661,1.0,0.996230479267636,925.0
NetFlix,0.99,0.9642857142857143,0.9769736842105263,308.0
Skype,0.9824561403508771,0.9939148073022313,0.9881522561129317,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.8387096774193549,0.7222222222222222,0.7761194029850746,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9974502804691484,0.9979591836734694,0.9977046671767407,1960.0
WhatsApp,0.9299136617572372,0.9646996838777661,0.9469873286785622,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9620637329286799,0.9875389408099688,0.9746348962336664,1926.0
eBay,0.9896907216494846,0.9230769230769231,0.955223880597015,104.0
accuracy,0.9772846343836539,0.9772846343836539,0.9772846343836539,0.9772846343836539
macro avg,0.9776638630446896,0.9636364981600007,0.9701262906317173,26722.0
weighted avg,0.9773594015852131,0.9772846343836539,0.9771424851815553,26722.0
