,precision,recall,f1-score,support
AppleiCloud,0.9888535031847133,1.0,0.9943955164131305,621.0
AppleiTunes,0.971830985915493,0.9857142857142858,0.9787234042553192,140.0
Dropbox,0.9903121636167922,0.997289972899729,0.9937888198757764,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9722826086956522,0.8945,0.9317708333333332,2000.0
GMail,0.97002997002997,0.971,0.9705147426286856,2000.0
Github,0.9955784819454679,0.9992603550295858,0.9974160206718345,1352.0
GoogleDrive,0.9646999495713565,0.9565,0.9605824755209641,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.983991462113127,0.956927867151012,0.9702709813207051,1927.0
Instagram,0.968415937803693,0.9965,0.9822572695909316,2000.0
MS_OneDrive,0.9935553168635876,1.0,0.9967672413793104,925.0
NetFlix,1.0,0.9707792207792207,0.985172981878089,308.0
Skype,0.9848637739656912,0.9898580121703854,0.9873545776428932,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.7777777777777778,0.5833333333333334,0.6666666666666666,36.0
Spotify,0.9883870967741936,1.0,0.9941596365996107,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.976027397260274,1.0,0.9878682842287695,285.0
Twitter,0.9964303926568078,0.996938775510204,0.9966845192552921,1960.0
WhatsApp,0.9280684104627767,0.9720758693361433,0.9495625321667523,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9571572580645161,0.985981308411215,0.9713554987212276,1926.0
eBay,0.98989898989899,0.9423076923076923,0.9655172413793104,104.0
accuracy,0.9772846343836539,0.9772846343836539,0.9772846343836539,0.9772846343836539
macro avg,0.9752812977737125,0.957638384849555,0.9655211971640457,26722.0
weighted avg,0.9774181670467681,0.9772846343836539,0.9771094896515361,26722.0
