,precision,recall,f1-score,support
AppleiCloud,0.9841521394611727,1.0,0.9920127795527156,621.0
AppleiTunes,0.9387755102040817,0.9857142857142858,0.9616724738675958,140.0
Dropbox,0.985553772070626,0.9983739837398374,0.9919224555735056,1845.0
FTP_DATA,0.967741935483871,0.9375,0.9523809523809523,32.0
Facebook,0.9568690095846646,0.8985,0.926766374419804,2000.0
GMail,0.9723926380368099,0.951,0.961577350859454,2000.0
Github,0.9948491537895512,1.0,0.9974179269642198,1352.0
GoogleDrive,0.953187250996016,0.957,0.9550898203592815,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9685699319015191,0.9595225739491438,0.9640250260688217,1927.0
Instagram,0.9691629955947136,0.99,0.9794706900816225,2000.0
MS_OneDrive,0.9788359788359788,1.0,0.9893048128342246,925.0
NetFlix,0.9867109634551495,0.9642857142857143,0.9753694581280788,308.0
Skype,0.9862385321100917,0.981237322515213,0.983731570920183,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.8571428571428571,0.6666666666666666,0.75,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,0.976,0.9384615384615385,0.9568627450980391,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.979381443298969,1.0,0.9895833333333333,285.0
Twitter,0.9938869077941925,0.9954081632653061,0.9946469538618404,1960.0
WhatsApp,0.9269035532994924,0.9620653319283456,0.9441571871768357,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.9650025733401956,0.9735202492211839,0.9692426983716723,1926.0
eBay,0.98989898989899,0.9423076923076923,0.9655172413793104,104.0
accuracy,0.9736172442182471,0.9736172442182471,0.9736172442182471,0.9736172442182471
macro avg,0.9725448379565316,0.9587037964875783,0.9648289148481004,26722.0
weighted avg,0.973638654358513,0.9736172442182471,0.9734731913452374,26722.0
