,precision,recall,f1-score,support
<<<<<<< HEAD
AppleiCloud,0.9825949367088608,1.0,0.9912210694333599,621.0
AppleiTunes,0.9555555555555556,0.9214285714285714,0.9381818181818182,140.0
Dropbox,0.9870619946091644,0.9924119241192412,0.9897297297297297,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9847629796839729,0.8725,0.925238600212089,2000.0
GMail,0.9684106614017769,0.981,0.9746646795827124,2000.0
Github,0.9911958914159942,0.9992603550295858,0.9952117863720075,1352.0
GoogleDrive,0.9629258517034068,0.961,0.9619619619619619,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9738107963655799,0.945511157239232,0.9594523433385993,1927.0
Instagram,0.9688715953307393,0.996,0.9822485207100591,2000.0
MS_OneDrive,0.9924892703862661,1.0,0.996230479267636,925.0
NetFlix,0.9966555183946488,0.9675324675324676,0.9818780889621088,308.0
Skype,0.9762266059686393,0.9787018255578094,0.9774626487718411,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.6363636363636364,0.3888888888888889,0.4827586206896552,36.0
Spotify,0.9883720930232558,0.9986945169712794,0.9935064935064936,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9693877551020408,1.0,0.9844559585492229,285.0
Twitter,0.9933639612046963,0.9928571428571429,0.9931104873692269,1960.0
WhatsApp,0.9093567251461988,0.9831401475237092,0.9448101265822785,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9542915185373286,0.9755970924195223,0.9648267008985879,1926.0
eBay,0.9791666666666666,0.9038461538461539,0.9400000000000001,104.0
accuracy,0.9735798218696206,0.9735798218696206,0.9735798218696206,0.9735798218696206
macro avg,0.9660428791058944,0.9430145268803869,0.9527160609156878,26722.0
weighted avg,0.9739071970962354,0.9735798218696206,0.9732764029341192,26722.0
=======
AppleiCloud,0.9872408293460925,0.9967793880837359,0.9919871794871794,621.0
AppleiTunes,0.9852941176470589,0.9571428571428572,0.9710144927536232,140.0
Dropbox,0.9923705722070845,0.9869918699186991,0.9896739130434782,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9864864864864865,0.876,0.9279661016949153,2000.0
GMail,0.9687809712586719,0.9775,0.9731209556993529,2000.0
Github,0.9941133186166299,0.9992603550295858,0.9966801918111398,1352.0
GoogleDrive,0.9701114488348531,0.9575,0.9637644690488174,2000.0
GoogleHangoutDuo,0.9994900560938297,1.0,0.9997449630196378,1960.0
GoogleServices,0.9726775956284153,0.9237156201349248,0.9475645461804632,1927.0
Instagram,0.9600385170919595,0.997,0.9781702232033358,2000.0
MS_OneDrive,0.9956942949407965,1.0,0.9978425026968716,925.0
NetFlix,0.9899665551839465,0.961038961038961,0.9752883031301484,308.0
Skype,0.9742554265522464,0.9787018255578094,0.9764735643814824,1972.0
Snapchat,0.8536585365853658,0.875,0.8641975308641976,40.0
SoundCloud,0.6666666666666666,0.5,0.5714285714285715,36.0
Spotify,0.9870967741935484,0.9986945169712794,0.9928617780661908,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9661016949152542,1.0,0.9827586206896551,285.0
Twitter,0.9943676395289298,0.9908163265306122,0.992588806542295,1960.0
WhatsApp,0.9118511263467189,0.9810326659641728,0.9451776649746193,1898.0
Wikipedia,0.9963235294117647,0.9963235294117647,0.9963235294117647,272.0
YouTube,0.9254901960784314,0.980269989615784,0.952092788703984,1926.0
eBay,0.9795918367346939,0.9230769230769231,0.9504950495049506,104.0
accuracy,0.9717461267869172,0.9717461267869172,0.9717461267869172,0.9717461267869172
macro avg,0.9613028219290364,0.9489535102829271,0.9542647597285966,26722.0
weighted avg,0.9723395221290025,0.9717461267869172,0.9715416623193853,26722.0
>>>>>>> ca5288db1a53e9b996ccddc312fa365f48a26477
