,precision,recall,f1-score,support
AppleiCloud,0.9857142857142858,1.0,0.9928057553956835,621.0
AppleiTunes,0.971830985915493,0.9857142857142858,0.9787234042553192,140.0
Dropbox,0.9897849462365591,0.9978319783197832,0.9937921727395411,1845.0
FTP_DATA,0.967741935483871,0.9375,0.9523809523809523,32.0
Facebook,0.9394723228142783,0.908,0.9234680905161454,2000.0
GMail,0.9672544080604534,0.96,0.9636135508155582,2000.0
Github,0.9933823529411765,0.9992603550295858,0.9963126843657817,1352.0
GoogleDrive,0.9602415702063413,0.954,0.9571106094808125,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9740603493912123,0.9548521017125065,0.9643605870020964,1927.0
Instagram,0.9683390160740379,0.994,0.9810017271157168,2000.0
MS_OneDrive,0.9924892703862661,1.0,0.996230479267636,925.0
NetFlix,0.98,0.9545454545454546,0.9671052631578947,308.0
Skype,0.9769539078156313,0.9888438133874239,0.9828629032258064,1972.0
Snapchat,1.0,0.825,0.9041095890410958,40.0
SoundCloud,0.8333333333333334,0.6944444444444444,0.7575757575757577,36.0
Spotify,0.9909326424870466,0.9986945169712794,0.9947984395318594,766.0
Steam,0.976,0.9384615384615385,0.9568627450980391,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.986159169550173,1.0,0.9930313588850175,285.0
Twitter,0.9974424552429667,0.9948979591836735,0.996168582375479,1960.0
WhatsApp,0.9376321353065539,0.934668071654373,0.9361477572559367,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9600202429149798,0.9849428868120457,0.9723218862121988,1926.0
eBay,1.0,0.9326923076923077,0.9651741293532339,104.0
accuracy,0.9738417783100067,0.9738417783100067,0.9738417783100067,0.9738417783100067
macro avg,0.9736247128682859,0.9571752441625293,0.9646952795851413,26722.0
weighted avg,0.9737307965792342,0.9738417783100067,0.973696373737602,26722.0
