,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.9640287769784173,0.9571428571428572,0.960573476702509,140.0
Dropbox,0.9897518878101402,0.994579945799458,0.9921600432549337,1845.0
FTP_DATA,0.9696969696969697,1.0,0.9846153846153847,32.0
Facebook,0.970173535791757,0.8945,0.9308012486992716,2000.0
GMail,0.9667493796526054,0.974,0.9703611457036114,2000.0
Github,0.9948453608247423,0.9992603550295858,0.9970479704797047,1352.0
GoogleDrive,0.9684799186578547,0.9525,0.9604234938240483,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9710221285563752,0.9564089257913856,0.9636601307189542,1927.0
Instagram,0.9702002931118711,0.993,0.9814677538917718,2000.0
MS_OneDrive,0.9967672413793104,1.0,0.9983810037776578,925.0
NetFlix,0.9583333333333334,0.9707792207792207,0.964516129032258,308.0
Skype,0.984263959390863,0.9832657200811359,0.9837645865043124,1972.0
Snapchat,0.9705882352941176,0.825,0.8918918918918919,40.0
SoundCloud,0.8055555555555556,0.8055555555555556,0.8055555555555556,36.0
Spotify,0.9960988296488946,1.0,0.9980456026058632,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.9726962457337884,1.0,0.986159169550173,285.0
Twitter,0.9979508196721312,0.9938775510204082,0.9959100204498978,1960.0
WhatsApp,0.9241967871485943,0.969968387776607,0.9465295629820051,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.956543708943911,0.9828660436137072,0.9695262483994879,1926.0
eBay,0.99,0.9519230769230769,0.9705882352941176,104.0
accuracy,0.9758251627872165,0.9758251627872165,0.9758251627872165,0.9758251627872165
macro avg,0.9722180496891777,0.9653648227243626,0.9683792570423296,26722.0
weighted avg,0.9760156301255791,0.9758251627872165,0.9757139717514786,26722.0
