,precision,recall,f1-score,support
AppleiCloud,0.9904306220095693,1.0,0.9951923076923077,621.0
AppleiTunes,0.9777777777777777,0.9428571428571428,0.9600000000000001,140.0
Dropbox,0.990228013029316,0.9886178861788618,0.9894222945484132,1845.0
FTP_DATA,0.9696969696969697,1.0,0.9846153846153847,32.0
Facebook,0.978393351800554,0.883,0.9282522996057818,2000.0
GMail,0.9675675675675676,0.9845,0.9759603469640644,2000.0
Github,0.9926524614254225,0.9992603550295858,0.9959454478437155,1352.0
GoogleDrive,0.9769703172978506,0.9545,0.9656044511886696,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9640021175224986,0.9449922158796056,0.9544025157232704,1927.0
Instagram,0.9684005833738454,0.996,0.9820064086763618,2000.0
MS_OneDrive,0.9956896551724138,0.9989189189189189,0.9973016729627632,925.0
NetFlix,0.9866666666666667,0.961038961038961,0.9736842105263157,308.0
Skype,0.9717314487632509,0.9761663286004056,0.9739438401214268,1972.0
Snapchat,0.9714285714285714,0.85,0.9066666666666667,40.0
SoundCloud,0.7666666666666667,0.6388888888888888,0.696969696969697,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.9595959595959596,1.0,0.979381443298969,285.0
Twitter,0.9938587512794268,0.9908163265306122,0.9923352069494125,1960.0
WhatsApp,0.9185700099304865,0.9747102212855637,0.9458077709611452,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.9458103361766181,0.9787123572170301,0.961980096963511,1926.0
eBay,0.9603960396039604,0.9326923076923077,0.9463414634146341,104.0
accuracy,0.9736920889155003,0.9736920889155003,0.9736920889155003,0.9736920889155003
macro avg,0.9690269793912911,0.9570065935485581,0.9623645803677034,26722.0
weighted avg,0.9740066695482434,0.9736920889155003,0.9735201347391604,26722.0
