,precision,recall,f1-score,support
AppleiCloud,0.9951768488745981,0.9967793880837359,0.9959774738535802,621.0
AppleiTunes,0.9781021897810219,0.9571428571428572,0.9675090252707581,140.0
Dropbox,0.9902597402597403,0.991869918699187,0.9910641754671,1845.0
FTP_DATA,0.96875,0.96875,0.96875,32.0
Facebook,0.9764969222160045,0.8725,0.9215738051227885,2000.0
GMail,0.9725137431284357,0.973,0.9727568107973007,2000.0
Github,0.9926416482707874,0.9977810650887574,0.9952047215049796,1352.0
GoogleDrive,0.9717948717948718,0.9475,0.959493670886076,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9547346514047866,0.9522573949143747,0.9534944141335412,1927.0
Instagram,0.9581931763575204,0.997,0.9772114677775054,2000.0
MS_OneDrive,0.99140708915145,0.9978378378378379,0.9946120689655173,925.0
NetFlix,0.96875,0.9058441558441559,0.9362416107382551,308.0
Skype,0.9736575481256332,0.9746450304259635,0.9741510390268626,1972.0
Snapchat,0.9696969696969697,0.8,0.8767123287671234,40.0
SoundCloud,0.72,0.5,0.5901639344262295,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9628378378378378,1.0,0.981067125645439,285.0
Twitter,0.9958868894601542,0.988265306122449,0.9920614596670935,1960.0
WhatsApp,0.9057437407952872,0.9720758693361433,0.937738246505718,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.9354031046569855,0.9698857736240913,0.9523323986744838,1926.0
eBay,0.9326923076923077,0.9326923076923077,0.9326923076923077,104.0
accuracy,0.9701743881446,0.9701743881446,0.9701743881446,0.9701743881446
macro avg,0.9632514276335801,0.9450127933363172,0.9527221976322943,26722.0
weighted avg,0.9705873154874902,0.9701743881446,0.9699542171559407,26722.0
