,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9782608695652174,0.9642857142857143,0.9712230215827338,140.0
Dropbox,0.9892183288409704,0.994579945799458,0.9918918918918919,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9456869009584664,0.888,0.9159360495100567,2000.0
GMail,0.9696668324216807,0.975,0.9723261032161555,2000.0
Github,0.9948377581120944,0.9977810650887574,0.9963072378138849,1352.0
GoogleDrive,0.9754977029096478,0.9555,0.9653953018438999,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9635226680562793,0.9595225739491438,0.9615184607384295,1927.0
Instagram,0.964963503649635,0.9915,0.9780517879161529,2000.0
MS_OneDrive,0.9914163090128756,0.9989189189189189,0.9951534733441034,925.0
NetFlix,0.9731543624161074,0.9415584415584416,0.9570957095709572,308.0
Skype,0.9753024193548387,0.981237322515213,0.9782608695652174,1972.0
Snapchat,0.9705882352941176,0.825,0.8918918918918919,40.0
SoundCloud,0.8,0.5555555555555556,0.6557377049180328,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,0.9910714285714286,0.9955156950672646,0.9932885906040269,223.0
Telegram,0.979381443298969,1.0,0.9895833333333333,285.0
Twitter,0.9964120963608406,0.9918367346938776,0.9941191511122475,1960.0
WhatsApp,0.9182326053834434,0.9525816649104321,0.935091802430825,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9547304170905392,0.9745586708203531,0.9645426515930113,1926.0
eBay,0.9893617021276596,0.8942307692307693,0.9393939393939394,104.0
accuracy,0.9726068408053289,0.9726068408053289,0.9726068408053289,0.9726068408053289
macro avg,0.9719087949879354,0.9485249844342175,0.9588487641717856,26722.0
weighted avg,0.9725984915589906,0.9726068408053289,0.9724228311006871,26722.0
