,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.9496402877697842,0.9428571428571428,0.9462365591397849,140.0
Dropbox,0.9897463572584997,0.9940379403794037,0.991887506760411,1845.0
FTP_DATA,0.9696969696969697,1.0,0.9846153846153847,32.0
Facebook,0.9778516057585825,0.883,0.928008407777194,2000.0
GMail,0.9746963562753036,0.963,0.9688128772635815,2000.0
Github,0.995575221238938,0.9985207100591716,0.9970457902511078,1352.0
GoogleDrive,0.9665484034465281,0.9535,0.9599798640825572,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9612202688728024,0.9647119875454073,0.9629629629629629,1927.0
Instagram,0.969741337237677,0.9935,0.9814769078784886,2000.0
MS_OneDrive,1.0,1.0,1.0,925.0
NetFlix,0.9583333333333334,0.9707792207792207,0.964516129032258,308.0
Skype,0.9754631947921882,0.9878296146044625,0.981607457797934,1972.0
Snapchat,0.9705882352941176,0.825,0.8918918918918919,40.0
SoundCloud,0.8181818181818182,0.75,0.7826086956521738,36.0
Spotify,0.9948051948051948,1.0,0.9973958333333334,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.979381443298969,1.0,0.9895833333333333,285.0
Twitter,0.9984607491021037,0.9928571428571429,0.9956510616525966,1960.0
WhatsApp,0.9157635467980295,0.9794520547945206,0.9465376782077394,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.957164711881693,0.9745586708203531,0.9657833804990996,1926.0
eBay,0.98989898989899,0.9423076923076923,0.9655172413793104,104.0
accuracy,0.9749270264201781,0.9749270264201781,0.9749270264201781,0.9749270264201781
macro avg,0.9720443120332493,0.9618162042240235,0.9664009576711942,26722.0
weighted avg,0.975257233611092,0.9749270264201781,0.9747881320658811,26722.0
