,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9924812030075187,0.9428571428571428,0.967032967032967,140.0
Dropbox,0.9913185024416712,0.9902439024390244,0.9907809110629068,1845.0
FTP_DATA,0.9696969696969697,1.0,0.9846153846153847,32.0
Facebook,0.9383167799268165,0.8975,0.917454638384871,2000.0
GMail,0.9763937719738824,0.972,0.974191931846655,2000.0
Github,0.9933774834437086,0.9985207100591716,0.9959424566580597,1352.0
GoogleDrive,0.9709035222052067,0.951,0.9608486991664562,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9610115911485775,0.9465490399584847,0.9537254901960784,1927.0
Instagram,0.9628198937711251,0.997,0.9796118889707689,2000.0
MS_OneDrive,0.9935414424111948,0.9978378378378379,0.9956850053937432,925.0
NetFlix,0.9695945945945946,0.9318181818181818,0.9503311258278145,308.0
Skype,0.9615,0.9751521298174443,0.9682779456193353,1972.0
Snapchat,0.9696969696969697,0.8,0.8767123287671234,40.0
SoundCloud,0.782608695652174,0.5,0.6101694915254238,36.0
Spotify,0.990909090909091,0.9960835509138382,0.9934895833333334,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.9595959595959596,1.0,0.979381443298969,285.0
Twitter,0.9928425357873211,0.9908163265306122,0.9918283963227784,1960.0
WhatsApp,0.929510783798001,0.9309799789251844,0.9302448012634903,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9298856290402785,0.9709241952232607,0.9499618999237999,1926.0
eBay,0.9519230769230769,0.9519230769230769,0.9519230769230769,104.0
accuracy,0.9694259411720679,0.9694259411720679,0.9694259411720679,0.9694259411720679
macro avg,0.9669344395142652,0.946827960075973,0.9551470690437912,26722.0
weighted avg,0.9693935045696448,0.9694259411720679,0.9692335368154513,26722.0
