,precision,recall,f1-score,support
AppleiCloud,0.9951923076923077,1.0,0.9975903614457832,621.0
AppleiTunes,0.9855072463768116,0.9714285714285714,0.9784172661870504,140.0
Dropbox,0.9924119241192412,0.9924119241192412,0.9924119241192412,1845.0
FTP_DATA,1.0,1.0,1.0,32.0
Facebook,0.9608269858541894,0.883,0.9202709744658676,2000.0
GMail,0.9780835881753313,0.9595,0.9687026754164564,2000.0
Github,0.995575221238938,0.9985207100591716,0.9970457902511078,1352.0
GoogleDrive,0.9655521783181358,0.953,0.9592350276799194,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.957840616966581,0.9667877529839128,0.962293388429752,1927.0
Instagram,0.9693281402142162,0.9955,0.9822397631968427,2000.0
MS_OneDrive,0.9967672413793104,1.0,0.9983810037776578,925.0
NetFlix,0.9672131147540983,0.9577922077922078,0.9624796084828711,308.0
Skype,0.9728915662650602,0.9827586206896551,0.9778002018163471,1972.0
Snapchat,0.9714285714285714,0.85,0.9066666666666667,40.0
SoundCloud,0.7407407407407407,0.5555555555555556,0.634920634920635,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,1.0,0.9307692307692308,0.9641434262948207,130.0
TeamViewer,0.9955357142857143,1.0,0.9977628635346756,223.0
Telegram,0.9693877551020408,1.0,0.9844559585492229,285.0
Twitter,0.9984591679506933,0.9918367346938776,0.995136933708728,1960.0
WhatsApp,0.9198588709677419,0.9615384615384616,0.9402369912416281,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.9502762430939227,0.9823468328141225,0.9660454429410263,1926.0
eBay,0.9797979797979798,0.9326923076923077,0.9556650246305419,104.0
accuracy,0.9734301324751141,0.9734301324751141,0.9734301324751141,0.9734301324751141
macro avg,0.9698528110889206,0.9546175564054525,0.9613476206414663,26722.0
weighted avg,0.973530507047438,0.9734301324751141,0.9732421344321227,26722.0
