,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9642857142857143,0.9642857142857143,0.9642857142857143,140.0
Dropbox,0.9918743228602384,0.9924119241192412,0.9921430506637767,1845.0
FTP_DATA,0.9696969696969697,1.0,0.9846153846153847,32.0
Facebook,0.9661290322580646,0.8985,0.9310880829015543,2000.0
GMail,0.9713998996487707,0.968,0.9696969696969697,2000.0
Github,0.9948453608247423,0.9992603550295858,0.9970479704797047,1352.0
GoogleDrive,0.969959266802444,0.9525,0.9611503531786075,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9681129116570831,0.9610793980280228,0.9645833333333333,1927.0
Instagram,0.9698296836982968,0.9965,0.9829839704069051,2000.0
MS_OneDrive,1.0,1.0,1.0,925.0
NetFlix,0.9492063492063492,0.9707792207792207,0.9598715890850722,308.0
Skype,0.9735132433783108,0.9878296146044625,0.9806191794613642,1972.0
Snapchat,0.9705882352941176,0.825,0.8918918918918919,40.0
SoundCloud,0.8055555555555556,0.8055555555555556,0.8055555555555556,36.0
Spotify,0.9960988296488946,1.0,0.9980456026058632,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.979381443298969,1.0,0.9895833333333333,285.0
Twitter,0.9994858611825193,0.9918367346938776,0.9956466069142125,1960.0
WhatsApp,0.9278821736922296,0.9625922023182297,0.9449185415050426,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9573604060913705,0.9792315680166147,0.9681724845995893,1926.0
eBay,0.9801980198019802,0.9519230769230769,0.9658536585365853,104.0
accuracy,0.9755632063468304,0.9755632063468304,0.9755632063468304,0.9755632063468304
macro avg,0.970988269538282,0.9654711317179868,0.9678638594407231,26722.0
weighted avg,0.9756829089126577,0.9755632063468304,0.9754584322015324,26722.0
