,precision,recall,f1-score,support
AppleiCloud,0.9919614147909968,0.9935587761674718,0.9927594529364441,621.0
AppleiTunes,0.9259259259259259,0.8928571428571429,0.9090909090909091,140.0
Dropbox,0.9795808704997313,0.9880758807588076,0.9838100377765786,1845.0
FTP_DATA,0.9393939393939394,0.96875,0.9538461538461539,32.0
Facebook,0.9493534482758621,0.881,0.9139004149377594,2000.0
GMail,0.9623471882640586,0.984,0.973053152039555,2000.0
Github,0.9918938835666913,0.9955621301775148,0.9937246216315985,1352.0
GoogleDrive,0.9609137055837563,0.9465,0.9536523929471032,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9605046626439934,0.9086663207057603,0.9338666666666666,1927.0
Instagram,0.9564796905222437,0.989,0.9724680432645035,2000.0
MS_OneDrive,0.9850586979722519,0.9978378378378379,0.9914070891514499,925.0
NetFlix,0.985239852398524,0.8668831168831169,0.922279792746114,308.0
Skype,0.9395874263261297,0.9700811359026369,0.9545908183632735,1972.0
Snapchat,0.96875,0.775,0.8611111111111113,40.0
SoundCloud,0.75,0.4166666666666667,0.5357142857142857,36.0
Spotify,0.9871134020618557,1.0,0.993514915693904,766.0
Steam,1.0,0.9307692307692308,0.9641434262948207,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.976027397260274,1.0,0.9878682842287695,285.0
Twitter,0.9872188139059305,0.985204081632653,0.9862104187946884,1960.0
WhatsApp,0.9168804515135968,0.9415173867228662,0.9290356121653237,1898.0
Wikipedia,0.9855072463768116,1.0,0.9927007299270074,272.0
YouTube,0.9126550868486353,0.9548286604361371,0.9332656686120274,1926.0
eBay,0.9666666666666667,0.8365384615384616,0.8969072164948454,104.0
accuracy,0.9622034278871342,0.9622034278871342,0.9622034278871342,0.9622034278871342
macro avg,0.9591623908319149,0.9285731287676333,0.9409766683972154,26722.0
weighted avg,0.9623248740386172,0.9622034278871342,0.9618630476274712,26722.0
