,precision,recall,f1-score,support
AppleiCloud,0.9967897271268058,1.0,0.9983922829581994,621.0
AppleiTunes,0.9779411764705882,0.95,0.963768115942029,140.0
Dropbox,0.9859913793103449,0.991869918699187,0.9889219129964875,1845.0
FTP_DATA,1.0,1.0,1.0,32.0
Facebook,0.9583110636023516,0.8965,0.9263756135365538,2000.0
GMail,0.9738562091503268,0.9685,0.971170719478566,2000.0
Github,0.9948453608247423,0.9992603550295858,0.9970479704797047,1352.0
GoogleDrive,0.9665144596651446,0.9525,0.959456056408965,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9637033140452393,0.9507005708354956,0.9571577847439917,1927.0
Instagram,0.96923828125,0.9925,0.9807312252964427,2000.0
MS_OneDrive,0.9946236559139785,1.0,0.9973045822102425,925.0
NetFlix,0.9831649831649831,0.948051948051948,0.965289256198347,308.0
Skype,0.9758915118031141,0.9852941176470589,0.9805702750441586,1972.0
Snapchat,1.0,0.825,0.9041095890410958,40.0
SoundCloud,0.7058823529411765,0.6666666666666666,0.6857142857142857,36.0
Spotify,0.9896507115135834,0.9986945169712794,0.9941520467836258,766.0
Steam,0.992,0.9538461538461539,0.9725490196078431,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9964267483409903,0.9959183673469387,0.9961724929829038,1960.0
WhatsApp,0.923154701718908,0.9620653319283456,0.9422084623323013,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9571140262361252,0.9849428868120457,0.9708290685772774,1926.0
eBay,1.0,0.9038461538461539,0.9494949494949495,104.0
accuracy,0.9741785794476462,0.9741785794476462,0.9741785794476462,0.9741785794476462
macro avg,0.9717053819886572,0.9566875351126154,0.9636278314590954,26722.0
weighted avg,0.974264375817546,0.9741785794476462,0.9740508361825188,26722.0
