,precision,recall,f1-score,support
AppleiCloud,0.9904306220095693,1.0,0.9951923076923077,621.0
AppleiTunes,0.971830985915493,0.9857142857142858,0.9787234042553192,140.0
Dropbox,0.996199782844734,0.994579945799458,0.995389205315975,1845.0
FTP_DATA,0.9411764705882353,1.0,0.9696969696969697,32.0
Facebook,1.0,0.0115,0.02273850716757291,2000.0
GMail,0.9734867433716858,0.973,0.9732433108277069,2000.0
Github,0.9955817378497791,1.0,0.9977859778597786,1352.0
GoogleDrive,0.9680851063829787,0.9555,0.9617513839959739,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9746031746031746,0.9558899844317592,0.9651558815823944,1927.0
Instagram,0.7216793340571842,0.997,0.8372874238925047,2000.0
MS_OneDrive,0.9903640256959315,1.0,0.9951586874663797,925.0
NetFlix,0.8928571428571429,0.974025974025974,0.9316770186335404,308.0
Skype,0.9417709335899904,0.992393509127789,0.9664197530864198,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.6041666666666666,0.8055555555555556,0.6904761904761905,36.0
Spotify,0.9922279792746114,1.0,0.9960988296488946,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9930313588850174,1.0,0.9965034965034965,285.0
Twitter,0.9969403365629781,0.9974489795918368,0.9971945932160164,1960.0
WhatsApp,0.6887272727272727,0.9978925184404637,0.814974182444062,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.8747131711794401,0.9896157840083074,0.9286236297198539,1926.0
eBay,0.8782608695652174,0.9711538461538461,0.9223744292237444,104.0
accuracy,0.9139285981588204,0.9139285981588204,0.9139285981588204,0.9139285981588204
macro avg,0.9354453485850841,0.9362305324578137,0.913341919191516,26722.0
weighted avg,0.9335050853604279,0.9139285981588204,0.8835256741606757,26722.0
