,precision,recall,f1-score,support
AppleiCloud,0.981042654028436,1.0,0.9904306220095694,621.0
AppleiTunes,0.912751677852349,0.9714285714285714,0.9411764705882352,140.0
Dropbox,0.9785177228786252,0.9875338753387534,0.9830051254383598,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9350104821802935,0.892,0.9129989764585466,2000.0
GMail,0.940952380952381,0.988,0.9639024390243902,2000.0
Github,0.9970479704797048,0.9992603550295858,0.9981529368304396,1352.0
GoogleDrive,1.0,0.0285,0.05542051531356344,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.5889175257731959,0.9486248053969901,0.7266944941363545,1927.0
Instagram,0.9588974854932302,0.9915,0.9749262536873157,2000.0
MS_OneDrive,0.9989200863930886,1.0,0.9994597514856833,925.0
NetFlix,0.9831081081081081,0.9448051948051948,0.9635761589403974,308.0
Skype,0.9533856722276742,0.9852941176470589,0.969077306733167,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.5909090909090909,0.3611111111111111,0.4482758620689656,36.0
Spotify,0.9871134020618557,1.0,0.993514915693904,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9822222222222222,0.9910313901345291,0.9866071428571429,223.0
Telegram,0.979381443298969,1.0,0.9895833333333333,285.0
Twitter,0.9948849104859335,0.9923469387755102,0.9936143039591314,1960.0
WhatsApp,0.925504397309881,0.9425711275026344,0.9339598016183764,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.7463103310729956,0.9714434060228453,0.8441236183171666,1926.0
eBay,0.98989898989899,0.9423076923076923,0.9655172413793104,104.0
accuracy,0.9027393159194671,0.9027393159194671,0.9027393159194671,0.9027393159194671
macro avg,0.9369910621450811,0.9065488049584807,0.8995572837012044,26722.0
weighted avg,0.9265141940536556,0.9027393159194671,0.8759919287252158,26722.0
