,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9583333333333334,0.9857142857142858,0.971830985915493,140.0
Dropbox,0.9945622620989668,0.9913279132791328,0.9929424538545061,1845.0
FTP_DATA,0.8888888888888888,1.0,0.9411764705882353,32.0
Facebook,0.0,0.0,0.0,2000.0
GMail,0.9628543499511242,0.985,0.9738012852199704,2000.0
Github,0.9948415622697127,0.9985207100591716,0.9966777408637876,1352.0
GoogleDrive,0.970873786407767,0.95,0.9603234773818549,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9589183567342694,0.956927867151012,0.957922077922078,1927.0
Instagram,0.6218408736349454,0.9965,0.7658021133525457,2000.0
MS_OneDrive,0.9788359788359788,1.0,0.9893048128342246,925.0
NetFlix,0.9865319865319865,0.9512987012987013,0.968595041322314,308.0
Skype,0.9001386962552012,0.9873225152129818,0.9417170495767835,1972.0
Snapchat,0.918918918918919,0.85,0.8831168831168831,40.0
SoundCloud,0.6585365853658537,0.75,0.7012987012987012,36.0
Spotify,0.9935064935064936,0.9986945169712794,0.9960937500000001,766.0
Steam,0.984,0.9461538461538461,0.9647058823529412,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9930313588850174,1.0,0.9965034965034965,285.0
Twitter,0.9923625254582484,0.9943877551020408,0.9933741080530071,1960.0
WhatsApp,0.8210251954821894,0.9957850368809273,0.9000000000000001,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.8804761904761905,0.9600207684319834,0.9185295578738202,1926.0
eBay,0.9528301886792453,0.9711538461538461,0.9619047619047619,104.0
accuracy,0.9100366739016541,0.9100366739016541,0.9100366739016541,0.9100366739016541
macro avg,0.8961963012685733,0.9303935661017496,0.9107162349023082,26722.0
weighted avg,0.8565453203397438,0.9100366739016541,0.8791357927675453,26722.0
