,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.9645390070921985,0.9714285714285714,0.9679715302491102,140.0
Dropbox,0.9907759088442757,0.9897018970189702,0.9902386117136659,1845.0
FTP_DATA,0.9411764705882353,1.0,0.9696969696969697,32.0
Facebook,1.0,0.0955,0.17434961204929258,2000.0
GMail,0.9945421467556095,0.82,0.8988764044943821,2000.0
Github,0.9933872152828802,1.0,0.9966826391448581,1352.0
GoogleDrive,0.9364599092284418,0.9285,0.9324629676123525,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.8517840805123513,0.9662688116242865,0.9054218332117676,1927.0
Instagram,0.6776606596395783,0.9965,0.8067192875936045,2000.0
MS_OneDrive,0.9850905218317358,1.0,0.9924892703862661,925.0
NetFlix,0.9933110367892977,0.9642857142857143,0.9785831960461285,308.0
Skype,0.8696820420958352,0.9847870182555781,0.9236623067776457,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.3888888888888889,0.3888888888888889,0.3888888888888889,36.0
Spotify,0.9870967741935484,0.9986945169712794,0.9928617780661908,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.976027397260274,1.0,0.9878682842287695,285.0
Twitter,0.9923469387755102,0.9923469387755102,0.9923469387755102,1960.0
WhatsApp,0.817157712305026,0.9936775553213909,0.8968140751307655,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.855656108597285,0.9818276220145379,0.9144100580270793,1926.0
eBay,0.9705882352941176,0.9519230769230769,0.9611650485436893,104.0
accuracy,0.9044233216076641,0.9044233216076641,0.9044233216076641,0.9044233216076641
macro avg,0.9264766381435736,0.9121529416041549,0.9016816540474369,26722.0
weighted avg,0.9227343649368535,0.9044233216076641,0.8812596460839783,26722.0
