,precision,recall,f1-score,support
AppleiCloud,0.992,0.998389694041868,0.9951845906902087,621.0
AppleiTunes,0.9523809523809523,1.0,0.975609756097561,140.0
Dropbox,0.996742671009772,0.9951219512195122,0.9959316517493897,1845.0
FTP_DATA,0.9142857142857143,1.0,0.955223880597015,32.0
Facebook,0.9986357435197817,0.732,0.8447778418926717,2000.0
GMail,0.9927817878956136,0.894,0.9408050513022888,2000.0
Github,1.0,1.0,1.0,1352.0
GoogleDrive,0.9586067642604745,0.9495,0.9540316503391109,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9167473378509197,0.98287493513233,0.9486601552717255,1927.0
Instagram,0.9069028156221617,0.9985,0.9504997620180866,2000.0
MS_OneDrive,0.9967672413793104,1.0,0.9983810037776578,925.0
NetFlix,0.9933993399339934,0.9772727272727273,0.9852700490998364,308.0
Skype,0.9844533600802408,0.9954361054766734,0.9899142713061019,1972.0
Snapchat,0.8974358974358975,0.875,0.8860759493670887,40.0
SoundCloud,0.8095238095238095,0.9444444444444444,0.8717948717948718,36.0
Spotify,0.9922279792746114,1.0,0.9960988296488946,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9974489795918368,0.9974489795918368,0.9974489795918368,1960.0
WhatsApp,0.868844914864243,0.9947312961011591,0.9275362318840579,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.941957697983276,0.994288681204569,0.9674160141449861,1926.0
eBay,0.97,0.9326923076923077,0.9509803921568627,104.0
accuracy,0.9640371229698376,0.9640371229698376,0.9640371229698376,0.9640371229698376
macro avg,0.9631058601358441,0.9676477620309397,0.9637455633197841,26722.0
weighted avg,0.9667168012981184,0.9640371229698376,0.9630209958578608,26722.0
