,precision,recall,f1-score,support
AppleiCloud,0.9904306220095693,1.0,0.9951923076923077,621.0
AppleiTunes,0.9652777777777778,0.9928571428571429,0.9788732394366197,140.0
Dropbox,0.994579945799458,0.994579945799458,0.994579945799458,1845.0
FTP_DATA,0.9411764705882353,1.0,0.9696969696969697,32.0
Facebook,1.0,0.3575,0.5267034990791897,2000.0
GMail,0.9955030916245081,0.8855,0.9372849960306958,2000.0
Github,0.9985228951255539,1.0,0.999260901699926,1352.0
GoogleDrive,0.9499749874937469,0.9495,0.9497374343585897,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9168692270296548,0.9787234042553191,0.9467871485943775,1927.0
Instagram,0.731474688187821,0.997,0.8438425730004232,2000.0
MS_OneDrive,0.9956942949407965,1.0,0.9978425026968716,925.0
NetFlix,0.9900662251655629,0.9707792207792207,0.9803278688524589,308.0
Skype,0.9529126213592233,0.9954361054766734,0.9737103174603174,1972.0
Snapchat,0.9230769230769231,0.9,0.9113924050632911,40.0
SoundCloud,0.6,0.6666666666666666,0.631578947368421,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.976027397260274,1.0,0.9878682842287695,285.0
Twitter,0.996937212863706,0.9964285714285714,0.9966828272518499,1960.0
WhatsApp,0.8181030749242096,0.9952581664910432,0.898027097694319,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.926805622879302,0.9927310488058152,0.9586362496866383,1926.0
eBay,1.0,0.9519230769230769,0.9753694581280787,104.0
accuracy,0.9344360452061972,0.9344360452061972,0.9344360452061972,0.9344360452061972
macro avg,0.9457986831797139,0.9421750511231621,0.9363249016636247,26722.0
weighted avg,0.9454992746056253,0.9344360452061972,0.9260024693181037,26722.0
