,precision,recall,f1-score,support
AppleiCloud,0.9935897435897436,0.998389694041868,0.995983935742972,621.0
AppleiTunes,0.9586206896551724,0.9928571428571429,0.9754385964912282,140.0
Dropbox,0.993517017828201,0.9967479674796748,0.9951298701298701,1845.0
FTP_DATA,0.9411764705882353,1.0,0.9696969696969697,32.0
Facebook,0.9990917347865577,0.55,0.7094485649790391,2000.0
GMail,0.996100278551532,0.894,0.9422924901185772,2000.0
Github,0.9985228951255539,1.0,0.999260901699926,1352.0
GoogleDrive,0.9483967935871743,0.9465,0.9474474474474475,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.921321029626032,0.9844317592112092,0.9518314099347718,1927.0
Instagram,0.8268434134217068,0.998,0.9043951064793838,2000.0
MS_OneDrive,0.9956942949407965,1.0,0.9978425026968716,925.0
NetFlix,0.9316770186335404,0.974025974025974,0.9523809523809523,308.0
Skype,0.9765819631290483,0.9939148073022313,0.9851721538074893,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.6590909090909091,0.8055555555555556,0.7250000000000001,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.986159169550173,1.0,0.9930313588850175,285.0
Twitter,0.9959287531806615,0.9984693877551021,0.9971974522292993,1960.0
WhatsApp,0.8281455501972819,0.9952581664910432,0.9040440296721703,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9435922810489856,0.990134994807892,0.9663035216620218,1926.0
eBay,0.9626168224299065,0.9903846153846154,0.976303317535545,104.0
accuracy,0.9500411645834893,0.9500411645834893,0.9500411645834893,0.9500411645834893
macro avg,0.9535792448093915,0.956526519740335,0.9510763151932623,26722.0
weighted avg,0.9558988726640689,0.9500411645834893,0.946594919646555,26722.0
