,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9645390070921985,0.9714285714285714,0.9679715302491102,140.0
Dropbox,0.9951272333513806,0.9962059620596206,0.9956663055254605,1845.0
FTP_DATA,1.0,0.96875,0.9841269841269841,32.0
Facebook,1.0,0.053,0.10066476733143401,2000.0
GMail,0.9931740614334471,0.873,0.929217668972858,2000.0
Github,0.9941176470588236,1.0,0.9970501474926253,1352.0
GoogleDrive,0.9525711432850724,0.954,0.9532850362228329,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.8990956687291766,0.9802802283341983,0.9379344587884807,1927.0
Instagram,0.7080965909090909,0.997,0.8280730897009967,2000.0
MS_OneDrive,0.9840425531914894,1.0,0.9919571045576407,925.0
NetFlix,0.9933554817275747,0.9707792207792207,0.9819376026272577,308.0
Skype,0.8651635720601237,0.992393509127789,0.9244213509683514,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.7027027027027027,0.7222222222222222,0.7123287671232876,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.996415770609319,0.9928571428571429,0.9946332737030412,1960.0
WhatsApp,0.79503367003367,0.9952581664910432,0.883949461862424,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.843915343915344,0.9937694704049844,0.9127324749642347,1926.0
eBay,0.832,1.0,0.9082969432314411,104.0
accuracy,0.9108973879200659,0.9108973879200659,0.9108973879200659,0.9108973879200659
macro avg,0.9391730395747672,0.9296174968920344,0.9146920019673713,26722.0
weighted avg,0.927692626407881,0.9108973879200659,0.8835705014312045,26722.0
