,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9855072463768116,0.9714285714285714,0.9784172661870504,140.0
Dropbox,0.9929956896551724,0.9989159891598915,0.9959470413401783,1845.0
FTP_DATA,1.0,0.96875,0.9841269841269841,32.0
Facebook,1.0,0.3735,0.5438660356752821,2000.0
GMail,0.9932584269662922,0.884,0.9354497354497354,2000.0
Github,0.9992603550295858,0.9992603550295858,0.9992603550295858,1352.0
GoogleDrive,0.9490603363006924,0.9595,0.9542516161113874,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9162227602905569,0.9818370524130773,0.9478957915831663,1927.0
Instagram,0.7812133072407045,0.998,0.8763995609220637,2000.0
MS_OneDrive,0.9924892703862661,1.0,0.996230479267636,925.0
NetFlix,0.9033232628398792,0.9707792207792207,0.9358372456964006,308.0
Skype,0.9108635097493036,0.9949290060851927,0.951042171594765,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.8205128205128205,0.8888888888888888,0.8533333333333333,36.0
Spotify,0.9948051948051948,1.0,0.9973958333333334,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9895833333333334,1.0,0.9947643979057591,285.0
Twitter,0.9969309462915601,0.9943877551020408,0.9956577266922095,1960.0
WhatsApp,0.8346560846560847,0.9973656480505796,0.9087854056649063,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.92992700729927,0.9922118380062306,0.960060286360211,1926.0
eBay,0.6938775510204082,0.9807692307692307,0.8127490039840637,104.0
accuracy,0.9369433425641793,0.9369433425641793,0.9369433425641793,0.9369433425641793
macro avg,0.9463318026733147,0.9493606593723432,0.9396587788269517,26722.0
weighted avg,0.9457398401179559,0.9369433425641793,0.9284884544589771,26722.0
