,precision,recall,f1-score,support
AppleiCloud,0.9794628751974723,0.998389694041868,0.988835725677831,621.0
AppleiTunes,0.9781021897810219,0.9571428571428572,0.9675090252707581,140.0
Dropbox,0.9761652542372882,0.9989159891598915,0.987409590141977,1845.0
FTP_DATA,0.96875,0.96875,0.96875,32.0
Facebook,1.0,0.01,0.019801980198019802,2000.0
GMail,0.9710578842315369,0.973,0.9720279720279721,2000.0
Github,0.9941133186166299,0.9992603550295858,0.9966801918111398,1352.0
GoogleDrive,0.9695740365111561,0.956,0.9627391742195368,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9746300211416491,0.956927867151012,0.9656978266561929,1927.0
Instagram,0.6989473684210527,0.996,0.8214432989690721,2000.0
MS_OneDrive,0.9882478632478633,1.0,0.9940891993551854,925.0
NetFlix,0.8461538461538461,0.9642857142857143,0.9013657056145675,308.0
Skype,0.8633759365359189,0.9934077079107505,0.9238387172836595,1972.0
Snapchat,0.9714285714285714,0.85,0.9066666666666667,40.0
SoundCloud,0.6304347826086957,0.8055555555555556,0.7073170731707318,36.0
Spotify,0.9909443725743855,1.0,0.9954515919428201,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9943820224719101,0.9933673469387755,0.9938744257274119,1960.0
WhatsApp,0.8188123103597746,0.9952581664910432,0.8984542211652794,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.839754816112084,0.995846313603323,0.9111638954869359,1926.0
eBay,0.875,0.9423076923076923,0.9074074074074073,104.0
accuracy,0.9136666417184343,0.9136666417184343,0.9136666417184343,0.9136666417184343
macro avg,0.9324164645904218,0.9313563275285656,0.9098012697844361,26722.0
weighted avg,0.9300905306780044,0.9136666417184343,0.8820949693349315,26722.0
