src_ip,dst_ip,server_port,prot,p_count,b_count,max_size,min_size,abyte_count,sbyte_count,Unnamed: 10
74.125.134.127,192.168.128.36,19302,17,2.1585839689163908e-05,4.663056534515054e-07,0.0136986301369863,0.0007610350076103,0.0022061572213948,0.0,GoogleHangoutDuo
192.168.122.74,192.229.210.163,443,6,0.0001223197582385,5.376504184295857e-06,0.0082191780821917,0.0105403348554033,0.0099644767796231,0.0109424261733906,Twitter
192.168.128.116,179.1.4.204,443,17,8.634335875665563e-05,1.286070992219252e-05,0.010958904109589,0.0509132420091324,0.0427315683360987,0.0574753883311124,YouTube
192.168.128.96,172.217.30.206,443,17,0.0004173262339905,2.306580914797872e-05,0.0075342465753424,0.0509132420091324,0.0141586683365948,0.0398052503231463,GoogleDrive
192.168.122.135,179.1.4.207,443,6,5.756223917110376e-05,6.131919342887296e-06,0.0,0.0464992389649924,0.0283123510115774,0.0447871234839094,YouTube
192.168.128.86,31.13.67.53,443,6,0.0001151244783422,3.0729542562454203e-06,0.0082191780821917,0.0105783866057838,0.0043993370472399,0.0073722607200814,WhatsApp
149.154.175.50,192.168.127.13,443,6,1.439055979277594e-05,7.041215367117732e-07,0.0082191780821917,0.0072298325722983,0.0081627817191609,0.009343055208917,Telegram
192.168.128.77,104.244.42.65,443,6,7.195279896387969e-06,9.326113069030109e-08,0.0,0.0,0.0,0.0,Twitter
173.194.136.188,192.168.128.77,443,17,5.0366959274715785e-05,1.945427186199681e-05,0.0123287671232876,0.0509132420091324,0.1111903239583003,0.0650543729740104,YouTube
31.13.67.11,192.168.122.111,443,6,3.597639948193985e-05,6.409371206690942e-06,0.0082191780821917,0.0944063926940639,0.0468624563074519,0.1046592050371245,Facebook
192.168.127.13,157.240.14.15,443,6,2.1585839689163908e-05,9.16290609032208e-07,0.0082191780821917,0.0087138508371385,0.0075285115180099,0.0105696601389752,Facebook
192.168.128.3,216.58.192.42,443,6,7.19527989638797e-05,4.506844140608799e-06,0.0082191780821917,0.0427321156773211,0.0153729046421852,0.0360240837235664,GoogleServices
151.101.4.133,192.168.127.49,443,6,0.0001151244783422,1.709476525553219e-05,0.0,0.0853881278538812,0.0434223650726231,0.0783501893033892,Github
192.168.128.60,72.21.91.66,443,6,7.914807886026766e-05,3.900646791121843e-06,0.0,0.0210426179604261,0.011334132724916,0.0222164177664438,Twitter
192.168.121.70,151.101.192.133,443,6,0.0001511008778241,4.893877832973549e-06,0.0,0.0237442922374429,0.006312618049701,0.0186927139145118,Github
172.217.2.138,192.168.128.43,443,6,0.0214419340912361,0.0105724128520664,0.0,0.7222222222222222,0.1633837409692113,0.0854712233858722,GoogleServices
192.168.128.3,157.240.14.32,443,6,2.1585839689163908e-05,7.973826674020743e-07,0.0082191780821917,0.0067732115677321,0.0061220862893707,0.008058235415957,Facebook
179.1.4.206,192.168.128.34,443,6,0.0005900129515038,0.0012285801682052,0.0082191780821917,0.9922374429223744,0.6959522306565809,0.6815206410517806,YouTube
192.16.59.1,192.168.121.2,443,6,0.0018995538926464,0.0018835274422322,0.0,0.5,0.3318772258852996,0.250161360694678,Twitter
72.21.91.66,192.168.127.15,443,6,0.0001582961577205,6.417764708453069e-05,0.0,0.1639269406392694,0.1277940550318883,0.1781592810908947,Twitter
192.168.122.77,13.77.92.139,443,6,8.634335875665563e-05,1.1839500541133725e-05,0.0,0.0720319634703196,0.0390150419392081,0.0650440081824309,Skype
192.168.122.141,13.107.3.128,443,6,5.0366959274715785e-05,2.8351383729851527e-06,0.0,0.0245433789954337,0.0129060197451598,0.0238029150694139,Skype
17.248.137.80,192.168.128.30,443,6,8.634335875665563e-05,2.6127105762887847e-05,0.0082191780821917,0.1097412480974125,0.0910124706051653,0.098443752923962,AppleiCloud
