,precision,recall,f1-score,support
AppleiCloud,0.9904306220095693,1.0,0.9951923076923077,621.0
AppleiTunes,0.9788732394366197,0.9928571428571429,0.9858156028368794,140.0
Dropbox,0.9935100054083288,0.9956639566395664,0.9945858148348673,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.988498789346247,0.8165,0.8943044906900329,2000.0
GMail,0.9964476021314387,0.8415,0.912442396313364,2000.0
Github,0.9941176470588236,1.0,0.9970501474926253,1352.0
GoogleDrive,0.952232606438214,0.917,0.93428425878757,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.8575293056807936,0.987026466009341,0.9177322074788902,1927.0
Instagram,0.9441287878787878,0.997,0.9698443579766536,2000.0
MS_OneDrive,0.9967672413793104,1.0,0.9983810037776578,925.0
NetFlix,0.9966777408637874,0.974025974025974,0.9852216748768472,308.0
Skype,0.9789368104312939,0.9898580121703854,0.984367120524458,1972.0
Snapchat,1.0,0.9,0.9473684210526316,40.0
SoundCloud,0.78125,0.6944444444444444,0.7352941176470588,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9866071428571429,0.9910313901345291,0.9888143176733781,223.0
Telegram,0.9827586206896551,1.0,0.9913043478260869,285.0
Twitter,0.9979508196721312,0.9938775510204082,0.9959100204498978,1960.0
WhatsApp,0.8867481203007519,0.994204425711275,0.9374068554396423,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9439719859929965,0.9797507788161994,0.9615286624203822,1926.0
eBay,0.9714285714285714,0.9807692307692307,0.9760765550239234,104.0
accuracy,0.9622408502357608,0.9622408502357608,0.9622408502357608,0.9622408502357608
macro avg,0.968341189667672,0.9568588364424012,0.9613490311743276,26722.0
weighted avg,0.9648287743167103,0.9622408502357608,0.9617636061657362,26722.0
