,precision,recall,f1-score,support
AppleiCloud,0.9825673534072901,0.998389694041868,0.9904153354632588,621.0
AppleiTunes,0.9701492537313433,0.9285714285714286,0.948905109489051,140.0
Dropbox,0.9950980392156863,0.9902439024390244,0.9926650366748165,1845.0
FTP_DATA,1.0,1.0,1.0,32.0
Facebook,1.0,0.0065,0.012916045702930949,2000.0
GMail,0.9656031904287139,0.9685,0.9670494258612082,2000.0
Github,0.9933823529411765,0.9992603550295858,0.9963126843657817,1352.0
GoogleDrive,0.9577464788732394,0.952,0.9548645937813439,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9651531151003168,0.9486248053969901,0.956817587019105,1927.0
Instagram,0.6811495039343141,0.9955,0.8088563883810685,2000.0
MS_OneDrive,0.9819532908704883,1.0,0.9908944831280128,925.0
NetFlix,0.6854460093896714,0.948051948051948,0.7956403269754768,308.0
Skype,0.8525164113785558,0.9878296146044625,0.9151984965938456,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.5,0.8055555555555556,0.6170212765957447,36.0
Spotify,0.9883870967741936,1.0,0.9941596365996107,766.0
Steam,0.9761904761904762,0.9461538461538461,0.9609375,130.0
TeamViewer,1.0,0.9910313901345291,0.9954954954954954,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9979497693490518,0.9933673469387755,0.9956532856047047,1960.0
WhatsApp,0.7971259509721048,0.9936775553213909,0.8846153846153846,1898.0
Wikipedia,0.9890909090909091,1.0,0.9945155393053016,272.0
YouTube,0.8828571428571429,0.9626168224299065,0.9210134128166916,1926.0
eBay,1.0,0.9519230769230769,0.9753694581280787,104.0
accuracy,0.9084275129107102,0.9084275129107102,0.9084275129107102,0.9084275129107102
macro avg,0.9263547936403269,0.9297118936636956,0.9040359408978053,26722.0
weighted avg,0.9272432428260001,0.9084275129107102,0.8773569486336134,26722.0
