,precision,recall,f1-score,support
AppleiCloud,0.9936,1.0,0.9967897271268058,621.0
AppleiTunes,0.9790209790209791,1.0,0.989399293286219,140.0
Dropbox,0.9956756756756757,0.9983739837398374,0.9970230040595399,1845.0
FTP_DATA,1.0,0.96875,0.9841269841269841,32.0
Facebook,0.9847953216374269,0.842,0.9078167115902964,2000.0
GMail,0.991106170094497,0.8915,0.9386680705448802,2000.0
Github,0.9955817378497791,1.0,0.9977859778597786,1352.0
GoogleDrive,0.9737256962690489,0.9265,0.9495260056366898,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.8931082981715893,0.98858329008822,0.9384236453201971,1927.0
Instagram,0.9614457831325302,0.9975,0.9791411042944784,2000.0
MS_OneDrive,0.9989200863930886,1.0,0.9994597514856833,925.0
NetFlix,0.9966777408637874,0.974025974025974,0.9852216748768472,308.0
Skype,0.9868951612903226,0.9929006085192698,0.9898887765419616,1972.0
Snapchat,1.0,0.9,0.9473684210526316,40.0
SoundCloud,0.8666666666666667,0.7222222222222222,0.7878787878787877,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9866071428571429,0.9910313901345291,0.9888143176733781,223.0
Telegram,0.9827586206896551,1.0,0.9913043478260869,285.0
Twitter,0.9984670413898825,0.996938775510204,0.9977023232065356,1960.0
WhatsApp,0.8926206244087039,0.994204425711275,0.940677966101695,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9460269865067467,0.9828660436137072,0.9640947288006112,1926.0
eBay,1.0,1.0,1.0,104.0
accuracy,0.969800164658334,0.969800164658334,0.969800164658334,0.969800164658334
macro avg,0.9765345526241944,0.9642343300810711,0.96936683129397,26722.0
weighted avg,0.9714114584470239,0.969800164658334,0.9695050188134449,26722.0
