,precision,recall,f1-score,support
AppleiCloud,0.9904306220095693,1.0,0.9951923076923077,621.0
AppleiTunes,0.9716312056737588,0.9785714285714285,0.9750889679715302,140.0
Dropbox,0.9929577464788732,0.9934959349593496,0.9932267678136008,1845.0
FTP_DATA,1.0,0.96875,0.9841269841269841,32.0
Facebook,0.9865607819181429,0.8075,0.8880945834478966,2000.0
GMail,0.9912554653341662,0.7935,0.8814218272702028,2000.0
Github,0.9933872152828802,1.0,0.9966826391448581,1352.0
GoogleDrive,0.9670454545454545,0.851,0.9053191489361702,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.7883333333333333,0.9818370524130773,0.8745088976195978,1927.0
Instagram,0.9383239171374764,0.9965,0.9665373423860331,2000.0
MS_OneDrive,0.9935553168635876,1.0,0.9967672413793104,925.0
NetFlix,0.9933554817275747,0.9707792207792207,0.9819376026272577,308.0
Skype,0.9783810960281548,0.986815415821501,0.9825801565261298,1972.0
Snapchat,1.0,0.9,0.9473684210526316,40.0
SoundCloud,0.75,0.5833333333333334,0.6562499999999999,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9866071428571429,0.9910313901345291,0.9888143176733781,223.0
Telegram,0.9661016949152542,1.0,0.9827586206896551,285.0
Twitter,0.9969293756397134,0.9938775510204082,0.9954011241696475,1960.0
WhatsApp,0.8842549203373946,0.994204425711275,0.9360119047619048,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.9078185328185329,0.9766355140186916,0.9409704852426213,1926.0
eBay,0.9705882352941176,0.9519230769230769,0.9611650485436893,104.0
accuracy,0.9516877479230597,0.9516877479230597,0.9516877479230597,0.9516877479230597
macro avg,0.9614872648352986,0.9463286352858973,0.9517313420853827,26722.0
weighted avg,0.9565950804730289,0.9516877479230597,0.9511963440267625,26722.0
