,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.9722222222222222,1.0,0.9859154929577464,140.0
Dropbox,0.9956686518678939,0.9967479674796748,0.9962080173347779,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9847058823529412,0.837,0.904864864864865,2000.0
GMail,0.9913232104121475,0.914,0.951092611862643,2000.0
Github,0.9941176470588236,1.0,0.9970501474926253,1352.0
GoogleDrive,0.9746300211416491,0.922,0.947584789311408,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9056244041944709,0.9859885832900882,0.9440993788819876,1927.0
Instagram,0.9600385170919595,0.997,0.9781702232033358,2000.0
MS_OneDrive,0.9946236559139785,1.0,0.9973045822102425,925.0
NetFlix,0.9966777408637874,0.974025974025974,0.9852216748768472,308.0
Skype,0.9849094567404426,0.9929006085192698,0.9888888888888889,1972.0
Snapchat,1.0,0.925,0.961038961038961,40.0
SoundCloud,0.84375,0.75,0.7941176470588235,36.0
Spotify,0.9896640826873385,1.0,0.9948051948051948,766.0
Steam,1.0,0.9384615384615385,0.9682539682539683,130.0
TeamViewer,0.9866071428571429,0.9910313901345291,0.9888143176733781,223.0
Telegram,0.9895833333333334,1.0,0.9947643979057591,285.0
Twitter,0.9984646878198568,0.9954081632653061,0.996934082779765,1960.0
WhatsApp,0.8889934148635936,0.9957850368809273,0.9393638170974156,1898.0
Wikipedia,1.0,1.0,1.0,272.0
YouTube,0.946312092323131,0.9792315680166147,0.9624904312324571,1926.0
eBay,1.0,0.9903846153846154,0.9951690821256038,104.0
accuracy,0.9701743881446,0.9701743881446,0.9701743881446,0.9701743881446
macro avg,0.9755971577318973,0.9648986178183416,0.9694353953698055,26722.0
weighted avg,0.971648268908013,0.9701743881446,0.9698886471279589,26722.0
