src_ip,dst_ip,server_port,prot,p_count,b_count,max_size,min_size,abyte_count,sbyte_count,Unnamed: 10
149.154.175.50,192.168.127.13,443,6,0.0,4.663056534515053e-08,0.0136986301369863,0.0007610350076103,0.0022061572213948,0.0,Telegram
74.125.143.127,192.168.128.36,19302,17,7.195279896387969e-06,1.8652226138060213e-07,0.0136986301369863,0.0007610350076103,0.0022061572213948,0.0,GoogleHangoutDuo
192.168.122.58,74.125.134.127,19302,17,0.0,1.8652226138060216e-08,0.0054794520547945,0.0003044140030441,0.0008824628885579,0.0,GoogleHangoutDuo
151.101.4.133,192.168.127.52,443,6,9.35386386530436e-05,1.8642900024991183e-05,0.0,0.1161339421613394,0.0589043978112424,0.1155932125228968,Github
200.114.57.96,192.168.128.3,443,6,2.1585839689163908e-05,4.103489750373247e-07,0.0082191780821917,0.0007610350076103,0.0015443100549763,0.0003942689270979,Instagram
31.13.67.35,192.168.128.3,443,6,1.439055979277594e-05,2.891095051399333e-07,0.0082191780821917,0.0007610350076103,0.0016178486293905,0.000429225641235,Facebook
157.240.14.53,192.168.128.48,5222,6,0.001280759821557,4.549044802246161e-05,0.0082191780821917,0.0536529680365296,0.0076358922165859,0.0210297450828665,WhatsApp
192.168.122.46,104.154.127.47,443,6,0.0001151244783422,2.000218100480233e-05,0.0,0.0763698630136986,0.0515137711195696,0.0836901959723435,Spotify
192.168.122.74,192.16.59.1,443,6,0.0001439055979277,4.271359785615789e-06,0.0,0.0064307458143074,0.0054208434579693,0.005576942442347,Twitter
192.168.127.21,13.107.42.13,443,6,5.756223917110376e-05,7.085514404195624e-06,0.0,0.0635844748858447,0.0333252304708443,0.0590194388553499,MS_OneDrive
31.13.67.63,192.168.122.121,443,6,3.597639948193985e-05,6.691486127029102e-07,0.0082191780821917,0.0007610350076103,0.0015994639855112,0.0004037381406586,Instagram
192.168.128.64,104.244.42.69,443,6,9.35386386530436e-05,1.2450360947155194e-06,0.0006849315068493,3.805175038051759e-05,0.0001103078610697,0.0,Twitter
192.168.128.8,31.13.67.53,80,6,0.0001726867175133,7.348977098395725e-06,0.0,0.0312024353120243,0.009671793258595,0.0199032463274768,WhatsApp
64.233.161.127,192.168.127.42,19302,17,1.439055979277594e-05,3.2641395741605377e-07,0.0136986301369863,0.0007610350076103,0.0022061572213948,0.0,GoogleHangoutDuo
162.125.33.7,192.168.127.11,443,6,7.19527989638797e-05,1.052218707013322e-05,0.0082191780821917,0.0550989345509893,0.0412451120517108,0.0618003648425301,Dropbox
162.125.248.4,192.168.121.26,443,6,7.195279896387969e-06,9.326113069030109e-08,0.0,0.0,0.0,0.0,Dropbox
192.168.128.3,31.13.67.63,443,6,0.0001079291984458,8.008799598029605e-06,0.0082191780821917,0.0638508371385083,0.0195451741332949,0.0473893889249974,Instagram
192.168.121.87,104.244.42.200,443,6,9.35386386530436e-05,3.9029783193891e-06,0.0,0.0196727549467275,0.0090925194021685,0.0186734320434746,Twitter
192.168.125.123,179.1.4.204,443,6,0.0030292128363793,7.340583596633598e-05,0.0,0.0537290715372907,0.0038278396148369,0.0237992999092356,YouTube
35.186.224.53,192.168.128.77,443,6,5.0366959274715785e-05,8.517072760291747e-06,0.0082191780821917,0.0563165905631659,0.0465085519235301,0.0686472931673656,Spotify
172.217.2.133,192.168.127.74,443,6,0.0001511008778241,7.70336939501887e-06,0.0,0.0236681887366818,0.0123544804398111,0.02104179374263,GMail
17.248.184.15,192.168.128.3,443,6,0.0001223197582385,2.2035273653850887e-05,0.0082191780821917,0.0610730593607306,0.0537505694159351,0.0725085680825907,AppleiCloud
35.186.224.53,192.168.128.2,443,6,0.0006907468700532,6.592629328497384e-05,0.0082191780821917,0.2318493150684931,0.0277884834369796,0.081010810183347,Spotify
172.217.8.138,192.168.128.53,443,6,0.0004964743128507,0.0002186577154882,0.0082191780821917,0.1106544901065449,0.1434364633548846,0.0896052316242844,GoogleServices
192.168.127.14,192.16.59.1,443,6,0.0012447834220751,2.2340703856861625e-05,0.0,0.007648401826484,0.0016875834832023,0.0037521525413382,Twitter
204.79.197.212,192.168.122.97,80,6,7.195279896387969e-06,1.212394698973914e-07,0.0,0.0004566210045662,0.0006618471664184,0.0006828938136065,MS_OneDrive
192.168.122.77,31.13.67.53,80,6,5.756223917110376e-05,2.581001791854082e-06,0.0082191780821917,0.0111872146118721,0.009645809624196,0.0123468966780565,WhatsApp
192.168.127.12,192.30.253.116,443,6,5.0366959274715785e-05,2.760529468432912e-06,0.0,0.0196727549467275,0.0124647883008808,0.0196266805245367,Github
157.240.6.52,192.168.122.77,443,6,3.597639948193985e-05,1.6950210502962222e-06,0.0082191780821917,0.0086757990867579,0.0096887071269487,0.0095610591182533,Instagram
172.217.2.133,192.168.127.45,443,6,0.0001798819974096,5.135657314288155e-05,0.0082191780821917,0.1106544901065449,0.0892093613317395,0.1018646493202789,GMail
104.154.127.47,192.168.122.46,443,6,0.0001295150381349,1.1834837484599208e-05,0.0,0.0823059360730593,0.0252895285700436,0.0611021982225979,Spotify
157.240.6.52,192.168.125.208,443,6,4.3171679378327816e-05,7.903880826003016e-07,0.0082191780821917,0.0007610350076103,0.0015600683205283,0.0003868228350594,Instagram
172.217.15.206,192.168.128.22,443,6,0.0001511008778241,1.236875745780118e-05,0.0,0.1079147640791476,0.0223874818084867,0.0684346132757526,GoogleDrive
192.168.128.103,172.217.2.214,443,17,0.0004748884731616,1.5068667191285398e-05,0.0075342465753424,0.0509132420091324,0.0062941336246398,0.0190773949993779,YouTube
192.168.127.13,179.1.4.204,443,6,0.0046049791336883,8.895479798067643e-05,0.0,0.051103500761035,0.0021602099533731,0.0173173090595771,YouTube
192.168.128.8,157.240.6.54,443,6,0.0,1.0958182856110377e-07,0.0321917808219178,0.0017884322678843,0.0051844694702778,0.0,WhatsApp
162.254.196.67,192.168.128.3,27017,17,0.0,7.460890455224089e-08,0.021917808219178,0.0012176560121765,0.0035298515542317,0.0,Steam
192.168.127.42,74.125.143.127,19302,17,2.1585839689163908e-05,3.543922966231441e-07,0.0054794520547945,0.0003044140030441,0.0008824628885579,0.0,GoogleHangoutDuo
192.168.127.50,157.240.6.53,443,6,5.756223917110376e-05,2.3711642478009047e-06,0.0082191780821917,0.0107305936073059,0.0085427310134985,0.0110295006353351,WhatsApp
188.172.213.69,192.168.128.3,5938,6,0.0002734206360627,6.230776141419015e-05,0.0,0.3744292237442922,0.0712871623228028,0.1899056938735362,TeamViewer
192.168.128.113,31.13.67.63,443,6,0.0006763563102604,2.57400720705231e-05,0.0082191780821917,0.0542998477929984,0.0084530655588562,0.0254642730474265,Instagram
151.101.4.133,192.168.128.7,443,6,0.0001726867175133,9.500278230594243e-05,0.0,0.2777777777777778,0.1755527547352736,0.2613694433899811,Github
31.13.67.53,192.168.122.74,443,6,7.19527989638797e-05,1.7976082940555537e-06,0.0082191780821917,0.0037290715372907,0.0037203833145621,0.0034695838377243,WhatsApp
192.168.128.135,157.240.6.32,443,6,4.3171679378327816e-05,1.1867478880340813e-06,0.0082191780821917,0.0069254185692541,0.0042389735184091,0.0066815157445893,Facebook
192.168.122.58,74.125.134.127,19302,17,5.756223917110376e-05,9.139590807649504e-07,0.0054794520547945,0.0003044140030441,0.0008824628885579,0.0,GoogleHangoutDuo
35.201.121.164,192.168.127.13,443,6,2.878111958555188e-05,1.076699753819526e-05,0.0082191780821917,0.1083713850837138,0.0983504889297823,0.1291302384426207,Snapchat
192.168.128.3,31.13.67.63,443,6,3.597639948193985e-05,1.7929452375210385e-06,0.0082191780821917,0.0148782343987823,0.0104608621544369,0.0157321613937954,Instagram
72.21.91.66,192.168.128.83,443,6,7.914807886026766e-05,1.2951639524615565e-05,0.0,0.0964231354642313,0.0470187257809776,0.0848419686050117,Twitter
172.217.2.133,192.168.122.92,443,6,0.0002086631169952,1.0358980091425191e-05,0.0,0.0221461187214611,0.0120713569260552,0.020034648857525,GMail
192.168.121.74,172.217.8.133,443,6,0.0004676931932652,3.642080306282983e-05,0.0,0.1426940639269406,0.0217624039254145,0.0671255655882776,GMail
192.168.127.54,179.1.4.208,443,6,3.597639948193985e-05,4.6700511193168265e-06,0.0,0.0465372907153729,0.0331475122514575,0.0514055702778369,YouTube
23.201.103.26,192.168.125.17,80,6,0.0002014678370988,0.0001011183809509,0.0,0.5464231354642314,0.1607071424510027,0.2887197376138588,Steam
190.90.252.32,192.168.128.221,443,6,2.1585839689163908e-05,9.279482503684958e-07,0.0082191780821917,0.008904109589041,0.007666396344347,0.0108159292543024,Instagram
192.168.128.10,162.250.5.76,5938,17,0.0,5.5956678414180654e-08,0.0164383561643835,0.0009132420091324,0.0026473886656738,0.0,TeamViewer
40.83.21.197,192.168.122.154,443,6,7.19527989638797e-05,1.3361988499652888e-05,0.0,0.1111111111111111,0.0534592006653339,0.0980879410043427,Skype
192.168.121.84,172.217.28.110,443,6,5.756223917110376e-05,6.432686489363517e-06,0.0,0.0552891933028919,0.0298934303499001,0.0515058194425028,GoogleDrive
192.168.122.80,162.125.248.4,443,6,2.1585839689163908e-05,3.077617312779936e-07,0.0,0.0004566210045662,0.0003309235832092,0.0005914033907038,Dropbox
192.168.122.118,162.125.5.3,443,6,0.0,0.0,0.0,0.0,0.0,0.0,Dropbox
172.217.28.101,192.168.128.165,443,6,0.0001582961577205,1.1223977078577735e-05,0.0,0.0555555555555555,0.0188674402412018,0.043628763714423,GMail
192.168.128.3,31.13.67.11,443,6,7.19527989638797e-05,2.0424187621175934e-06,0.0082191780821917,0.0123668188736681,0.004773321987808,0.0101482442177594,Facebook
13.64.117.133,192.168.127.12,443,6,5.0366959274715785e-05,9.652527026446164e-06,0.0,0.1188356164383561,0.0532235429661507,0.115057109238469,Skype
190.90.252.32,192.168.128.59,443,6,2.1585839689163908e-05,4.266696729081274e-07,0.0082191780821917,0.0007610350076103,0.0017373488118484,0.0004287013639642,Instagram
162.125.34.6,192.168.122.54,443,6,7.914807886026766e-05,1.0335664808752618e-05,0.0,0.0546423135464231,0.0367049407709567,0.0603848552614859,Dropbox
172.217.2.150,192.168.127.54,443,6,0.0002806159159591,0.0001027830921337,0.0,0.1079147640791476,0.1172682871032431,0.0826544152326632,YouTube
192.168.122.121,190.90.252.32,443,6,0.0003813498345085,1.7663658152743026e-05,0.0082191780821917,0.0194444444444444,0.0111451794402944,0.0208247362398958,Instagram
172.217.2.214,192.168.128.94,443,17,0.0001151244783422,3.966862193911956e-05,0.0041095890410958,0.0509132420091324,0.1062459363487127,0.0629685845515812,YouTube
192.168.122.46,179.1.4.209,443,6,0.0003453734350266,1.2846720752588977e-05,0.0,0.0494672754946727,0.0080817392065109,0.0297051891773578,YouTube
192.168.125.28,172.217.8.150,443,6,0.0001654914376169,4.385138365057957e-05,0.0,0.1289573820395738,0.0822161257803043,0.1089068133443241,YouTube
172.217.0.162,192.168.122.94,443,6,4.3171679378327816e-05,8.568366382171413e-06,0.0,0.0539573820395738,0.0541296432519334,0.07008959516528,GoogleServices
