,precision,recall,f1-score,support
AppleiCloud,0.9951923076923077,1.0,0.9975903614457832,621.0
AppleiTunes,0.9781021897810219,0.9571428571428572,0.9675090252707581,140.0
Dropbox,0.9940508382909681,0.9962059620596206,0.9951272333513806,1845.0
FTP_DATA,0.96875,0.96875,0.96875,32.0
Facebook,0.9838978345363687,0.886,0.9323862141541699,2000.0
GMail,0.9709854927463731,0.9705,0.9707426856714179,2000.0
Github,0.9955784819454679,0.9992603550295858,0.9974160206718345,1352.0
GoogleDrive,0.9618282270215972,0.9575,0.9596592332748686,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9801502145922747,0.9481058640373637,0.9638617778950145,1927.0
Instagram,0.9619093539054966,0.9975,0.9793814432989691,2000.0
MS_OneDrive,0.9978425026968716,1.0,0.9989200863930885,925.0
NetFlix,0.9771241830065359,0.9707792207792207,0.9739413680781759,308.0
Skype,0.9804707060590886,0.9929006085192698,0.9866465104560344,1972.0
Snapchat,1.0,0.875,0.9333333333333333,40.0
SoundCloud,0.8125,0.7222222222222222,0.7647058823529411,36.0
Spotify,0.9896507115135834,0.9986945169712794,0.9941520467836258,766.0
Steam,0.991869918699187,0.9384615384615385,0.9644268774703556,130.0
TeamViewer,0.9954954954954955,0.9910313901345291,0.9932584269662922,223.0
Telegram,0.9930313588850174,1.0,0.9965034965034965,285.0
Twitter,0.9969293756397134,0.9938775510204082,0.9954011241696475,1960.0
WhatsApp,0.9186791522917693,0.982086406743941,0.9493251846193023,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9553978712620375,0.9787123572170301,0.966914593485509,1926.0
eBay,1.0,0.9903846153846154,0.9951690821256038,104.0
accuracy,0.9764613427138688,0.9764613427138688,0.9764613427138688,0.9764613427138688
macro avg,0.975830928495927,0.9646046186289393,0.9697314858154512,26722.0
weighted avg,0.9768521161259445,0.9764613427138688,0.9763174188948656,26722.0
