,precision,recall,f1-score,support
AppleiCloud,0.9967897271268058,1.0,0.9983922829581994,621.0
AppleiTunes,0.9387755102040817,0.9857142857142858,0.9616724738675958,140.0
Dropbox,0.9946004319654428,0.9983739837398374,0.9964836353800379,1845.0
FTP_DATA,0.967741935483871,0.9375,0.9523809523809523,32.0
Facebook,0.9662560257096947,0.902,0.9330230152573054,2000.0
GMail,0.9695304695304695,0.9705,0.9700149925037481,2000.0
Github,0.9977843426883308,0.9992603550295858,0.9985218033998522,1352.0
GoogleDrive,0.9675291730086251,0.9535,0.9604633593553261,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9799154334038055,0.9621172807472755,0.9709347996857816,1927.0
Instagram,0.9693728731161886,0.997,0.9829923588858763,2000.0
MS_OneDrive,0.9956942949407965,1.0,0.9978425026968716,925.0
NetFlix,0.9835526315789473,0.9707792207792207,0.9771241830065359,308.0
Skype,0.9883955600403632,0.9934077079107505,0.990895295902883,1972.0
Snapchat,0.9722222222222222,0.875,0.9210526315789473,40.0
SoundCloud,0.8611111111111112,0.8611111111111112,0.8611111111111112,36.0
Spotify,0.9922279792746114,1.0,0.9960988296488946,766.0
Steam,0.9838709677419355,0.9384615384615385,0.9606299212598426,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9895833333333334,1.0,0.9947643979057591,285.0
Twitter,0.9964249233912156,0.9954081632653061,0.9959162838182747,1960.0
WhatsApp,0.9326186830015314,0.9625922023182297,0.9473684210526316,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9626451287228672,0.990134994807892,0.9761965702585104,1926.0
eBay,0.9900990099009901,0.9615384615384616,0.975609756097561,104.0
accuracy,0.9782950377965721,0.9782950377965721,0.9782950377965721,0.9782950377965721
macro avg,0.9753644061587506,0.9698172278223208,0.9723474442304684,26722.0
weighted avg,0.9783769234264986,0.9782950377965721,0.9781854758496241,26722.0
