src_ip,dst_ip,server_port,prot,p_count,b_count,max_size,min_size,abyte_count,sbyte_count,Unnamed: 10
172.217.2.133,192.168.122.30,443,6,0.0016621096560656,0.0009330379765759,0.0,0.9444444444444444,0.1858796816032466,0.265462638798307,GMail
192.168.128.209,151.101.4.159,443,6,5.756223917110376e-05,1.862891085538764e-06,0.0,0.0072298325722983,0.0058708294944667,0.008434614531139,Twitter
172.217.1.106,192.168.128.3,443,17,0.0005036695927471,3.518509308118334e-05,0.0027397260273972,0.0509132420091324,0.0190956890246501,0.0452779017970483,GoogleServices
192.168.121.105,216.58.222.206,443,6,0.0001223197582385,3.284423870085678e-05,0.0,0.1097031963470319,0.0821609718497695,0.1322287364128291,GoogleDrive
192.168.128.3,172.217.8.74,443,6,0.0001439055979277,5.819494555074787e-06,0.0082191780821917,0.0356544901065449,0.0089086729744061,0.0228844484644865,GoogleServices
192.168.121.75,17.248.137.242,443,6,0.0001295150381349,7.449232813887799e-06,0.0082191780821917,0.036986301369863,0.0143690503241391,0.0301677736730869,AppleiCloud
40.83.21.197,192.168.122.61,443,6,6.475751906749172e-05,1.1788206919254058e-05,0.0,0.1111111111111111,0.051800571558351,0.1028783074758546,Skype
157.240.6.53,192.168.125.109,443,6,0.0090444668297596,0.0089407650716025,0.0,0.7777777777777778,0.3318392787677052,0.3882871640363065,WhatsApp
192.168.127.83,172.217.3.78,443,6,0.0001367103180313,5.192313451182513e-06,0.0,0.0236681887366818,0.0080910816094656,0.0192031390029972,GoogleDrive
192.168.122.141,13.107.42.12,443,6,7.19527989638797e-05,5.700586613444653e-06,0.0,0.0574200913242009,0.0205072341705993,0.048544384053901,MS_OneDrive
192.168.125.173,104.244.42.3,443,6,7.19527989638797e-05,2.839801429519668e-06,0.0082191780821917,0.015220700152207,0.008202893672652,0.0133172935902111,Twitter
192.168.128.107,151.101.4.133,443,6,0.0001079291984458,4.126805033045823e-06,0.0,0.0205859969558599,0.0080662623407249,0.0197793301005311,Github
192.168.127.55,151.101.4.133,443,6,4.3171679378327816e-05,1.956152216229065e-06,0.0,0.0203576864535768,0.0094392012575481,0.0209739402751537,Github
192.168.128.3,162.125.5.3,443,6,7.914807886026766e-05,3.606874229447394e-06,0.0,0.0192161339421613,0.0101759001836837,0.0170957957999063,Dropbox
192.168.127.32,192.16.59.1,443,6,5.0366959274715785e-05,1.114470511749098e-06,0.0,0.0070776255707762,0.0027301195614761,0.0069510866992031,Twitter
169.54.104.68,192.168.125.7,5938,6,0.0004533026334724,8.321224385842115e-06,0.0,0.0103881278538812,0.0018080147853462,0.0040350219834205,TeamViewer
172.217.28.110,192.168.122.81,443,6,5.756223917110376e-05,9.144253864184022e-06,0.0,0.0772450532724505,0.0441476572834611,0.0795646963290728,GoogleDrive
149.154.175.50,192.168.125.180,443,6,5.0366959274715785e-05,2.0074458381087307e-06,0.0082191780821917,0.0172374429223744,0.00801110841019,0.0163739266641239,Telegram
31.13.67.63,192.168.128.43,443,6,1.439055979277594e-05,2.891095051399333e-07,0.0082191780821917,0.0007610350076103,0.0016178486293905,0.000429225641235,Instagram
157.240.6.54,192.168.128.97,443,6,1.439055979277594e-05,2.704572790018732e-07,0.0082191780821917,0.0004566210045662,0.0013236943328369,0.0,WhatsApp
74.125.201.206,192.168.127.66,443,6,5.0366959274715785e-05,7.745336903829505e-06,0.0,0.1046803652968036,0.0419445641717695,0.1025072791341754,GoogleServices
104.244.42.194,192.168.122.39,443,6,5.756223917110376e-05,1.1513086583717668e-05,0.0082191780821917,0.0711187214611872,0.0566001891565599,0.0781593965227124,Twitter
192.168.128.109,162.125.5.3,443,6,0.0,0.0,0.0,0.0,0.0,0.0,Dropbox
172.217.8.142,192.168.128.3,443,6,0.0037919125053964,0.0010321022811234,0.0,0.2222222222222222,0.0880774844050752,0.1332648122081632,GoogleDrive
172.217.15.202,192.168.125.82,443,6,0.0001726867175133,3.086943425848966e-05,0.0082191780821917,0.05441400304414,0.0541832213574574,0.0575414664226337,GoogleServices
192.168.122.137,13.64.117.133,443,6,5.0366959274715785e-05,2.765192524967427e-06,0.0,0.0210806697108066,0.0124923652661483,0.0207587793051186,Skype
192.168.122.141,13.107.42.12,443,6,5.0366959274715785e-05,5.42080322137375e-06,0.0,0.0574200913242009,0.0281974469859528,0.0548581014227668,MS_OneDrive
172.217.2.133,192.168.128.3,443,6,0.0001295150381349,6.425691904561744e-06,0.0,0.0191019786910197,0.0118203581610936,0.0187738705518319,GMail
192.229.210.163,192.168.128.26,443,6,0.0002518347963735,0.0001137319488768,0.0082191780821917,0.1657534246575342,0.1451774015845323,0.1223882790119914,Twitter
151.101.4.133,192.168.128.122,443,6,4.3171679378327816e-05,2.331528267257527e-06,0.0082191780821917,0.0197869101978691,0.0119762820621522,0.0201059534313224,Github
216.58.192.42,192.168.121.39,443,6,0.0001151244783422,1.4851835062430448e-05,0.0082191780821917,0.1083713850837138,0.0371802378749688,0.077495616793133,GoogleServices
192.168.121.6,179.1.4.206,443,6,0.0007483091092243,2.5618832600625707e-05,0.0,0.0499238964992389,0.007173162619555,0.0306984108705624,YouTube
192.168.125.7,104.244.42.200,443,6,0.0001079291984458,1.4315583560961216e-06,0.0,3.805175038051759e-05,9.651937843602448e-05,3.764098340221054e-05,Twitter
172.217.30.193,192.168.127.24,443,6,0.0005612318319182,5.419404304413396e-05,0.0,0.0580669710806697,0.0280991822282927,0.0532476616009156,GoogleDrive
179.1.4.208,192.168.122.119,443,6,3.597639948193985e-05,6.714801409701678e-06,0.0,0.0959284627092846,0.0492708446148285,0.105753931224548,YouTube
192.168.125.157,157.240.6.52,443,6,0.0001079291984458,1.831415453930788e-05,0.0082191780821917,0.0517503805175038,0.0500177207538113,0.0593071065199256,Instagram
192.168.128.95,162.125.33.7,443,6,7.914807886026766e-05,8.18366421807392e-06,0.0082191780821917,0.0555555555555555,0.0282204277866654,0.0476912827473138,Dropbox
192.30.253.116,192.168.127.74,443,6,6.475751906749172e-05,1.1221645550310478e-05,0.0,0.0541856925418569,0.0491200905343562,0.0673964079329686,Github
172.217.3.142,192.168.128.98,443,6,0.0003453734350266,1.5684190653841385e-05,0.0,0.0181126331811263,0.0108214262872245,0.0166906003572482,YouTube
