,precision,recall,f1-score,support
AppleiCloud,0.9920127795527156,1.0,0.9959903769045709,621.0
AppleiTunes,0.972027972027972,0.9928571428571429,0.9823321554770317,140.0
Dropbox,0.9935309973045822,0.9989159891598915,0.9962162162162161,1845.0
FTP_DATA,1.0,0.9375,0.967741935483871,32.0
Facebook,0.9691891891891892,0.8965,0.9314285714285714,2000.0
GMail,0.9691327780499756,0.989,0.9789656025736204,2000.0
Github,0.9963154016212233,1.0,0.9981543004798819,1352.0
GoogleDrive,0.9845121321631388,0.9535,0.968757937515875,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9802771855010661,0.9543331603528801,0.9671312122008942,1927.0
Instagram,0.9693877551020408,0.9975,0.9832429768358798,2000.0
MS_OneDrive,0.9989200863930886,1.0,0.9994597514856833,925.0
NetFlix,0.9966555183946488,0.9675324675324676,0.9818780889621088,308.0
Skype,0.983433734939759,0.9934077079107505,0.9883955600403633,1972.0
Snapchat,0.9444444444444444,0.85,0.8947368421052632,40.0
SoundCloud,0.8205128205128205,0.8888888888888888,0.8533333333333333,36.0
Spotify,0.9922279792746114,1.0,0.9960988296488946,766.0
Steam,0.9919354838709677,0.9461538461538461,0.9685039370078741,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.9930313588850174,1.0,0.9965034965034965,285.0
Twitter,0.9974398361495136,0.9938775510204082,0.9956555072834142,1960.0
WhatsApp,0.9251012145748988,0.9631190727081138,0.9437274135260714,1898.0
Wikipedia,0.9927007299270073,1.0,0.9963369963369962,272.0
YouTube,0.9588146659969864,0.9911734164070612,0.9747255552718918,1926.0
eBay,1.0,0.9326923076923077,0.9651741293532339,104.0
accuracy,0.9787441059800913,0.9787441059800913,0.9787441059800913,0.9787441059800913
macro avg,0.9765054181604078,0.9695193176327314,0.9726208846443827,26722.0
weighted avg,0.9789608325180451,0.9787441059800913,0.9786253795389098,26722.0
