,precision,recall,f1-score,support
AppleiCloud,0.9888535031847133,1.0,0.9943955164131305,621.0
AppleiTunes,0.972027972027972,0.9928571428571429,0.9823321554770317,140.0
Dropbox,0.9967550027041644,0.9989159891598915,0.9978343259339469,1845.0
FTP_DATA,0.9666666666666667,0.90625,0.9354838709677419,32.0
Facebook,0.9678972712680578,0.9045,0.9351253553889894,2000.0
GMail,0.969560878243513,0.9715,0.9705294705294706,2000.0
Github,0.9955817378497791,1.0,0.9977859778597786,1352.0
GoogleDrive,0.9656912209889001,0.957,0.9613259668508288,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9808510638297873,0.956927867151012,0.9687417914368269,1927.0
Instagram,0.970316301703163,0.997,0.9834771886559803,2000.0
MS_OneDrive,1.0,1.0,1.0,925.0
NetFlix,0.9836065573770492,0.974025974025974,0.9787928221859706,308.0
Skype,0.9889001009081736,0.9939148073022313,0.9914011127971675,1972.0
Snapchat,0.875,0.875,0.875,40.0
SoundCloud,0.8918918918918919,0.9166666666666666,0.9041095890410958,36.0
Spotify,0.9948051948051948,1.0,0.9973958333333334,766.0
Steam,1.0,0.9461538461538461,0.9723320158102766,130.0
TeamViewer,0.9822222222222222,0.9910313901345291,0.9866071428571429,223.0
Telegram,0.9965034965034965,1.0,0.9982486865148862,285.0
Twitter,0.9979518689196109,0.9943877551020408,0.9961666240736009,1960.0
WhatsApp,0.9327559857361182,0.9646996838777661,0.9484589484589484,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9627016129032258,0.9916926272066459,0.9769820971867007,1926.0
eBay,1.0,0.9423076923076923,0.9702970297029703,104.0
accuracy,0.9788189506773445,0.9788189506773445,0.9788189506773445,0.9788189506773445
macro avg,0.9750751018428278,0.9709932576778175,0.9728395463636198,26722.0
weighted avg,0.9789281999992576,0.9788189506773445,0.9787215302946156,26722.0
