,precision,recall,f1-score,support
AppleiCloud,0.9888535031847133,1.0,0.9943955164131305,621.0
AppleiTunes,0.88,0.9428571428571428,0.9103448275862068,140.0
Dropbox,0.9875809935205183,0.9913279132791328,0.9894509061401137,1845.0
FTP_DATA,0.967741935483871,0.9375,0.9523809523809523,32.0
Facebook,0.947228144989339,0.8885,0.9169246646026832,2000.0
GMail,0.9769585253456221,0.954,0.9653427776372375,2000.0
Github,0.9948491537895512,1.0,0.9974179269642198,1352.0
GoogleDrive,0.9577534791252486,0.9635,0.9606181455633102,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.941717791411043,0.9558899844317592,0.9487509657481329,1927.0
Instagram,0.9582929194956353,0.988,0.9729197439684885,2000.0
MS_OneDrive,0.9914255091103966,1.0,0.9956942949407966,925.0
NetFlix,0.9728813559322034,0.9318181818181818,0.9519071310116086,308.0
Skype,0.9800715380684721,0.9726166328600405,0.9763298549249173,1972.0
Snapchat,1.0,0.85,0.9189189189189189,40.0
SoundCloud,0.6190476190476191,0.3611111111111111,0.45614035087719296,36.0
Spotify,0.9922279792746114,1.0,0.9960988296488946,766.0
Steam,0.9917355371900827,0.9230769230769231,0.9561752988047809,130.0
TeamViewer,0.9910313901345291,0.9910313901345291,0.9910313901345291,223.0
Telegram,0.986159169550173,1.0,0.9930313588850175,285.0
Twitter,0.9948849104859335,0.9923469387755102,0.9936143039591314,1960.0
WhatsApp,0.9122098890010091,0.9525816649104321,0.9319587628865981,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9632885211995863,0.9672897196261683,0.9652849740932642,1926.0
eBay,0.925531914893617,0.8365384615384616,0.8787878787878788,104.0
accuracy,0.9691639847316817,0.9691639847316817,0.9691639847316817,0.9691639847316817
macro avg,0.9567123510628309,0.9359994425767756,0.9444673964997073,26722.0
weighted avg,0.9691324377813778,0.9691639847316817,0.968930193563822,26722.0
