,precision,recall,f1-score,support
AppleiCloud,0.9935794542536116,0.9967793880837359,0.995176848874598,621.0
AppleiTunes,0.9782608695652174,0.9642857142857143,0.9712230215827338,140.0
Dropbox,0.9833780160857909,0.9940379403794037,0.9886792452830188,1845.0
FTP_DATA,0.96875,0.96875,0.96875,32.0
Facebook,0.9491255961844197,0.8955,0.9215333161821456,2000.0
GMail,0.9838625715773035,0.945,0.9640397857689366,2000.0
Github,0.9963126843657817,0.9992603550295858,0.9977843426883308,1352.0
GoogleDrive,0.9491525423728814,0.952,0.9505741387918122,2000.0
GoogleHangoutDuo,1.0,1.0,1.0,1960.0
GoogleServices,0.9609375,0.9574468085106383,0.9591889784247465,1927.0
Instagram,0.9610705596107056,0.9875,0.9741060419235512,2000.0
MS_OneDrive,0.9903640256959315,1.0,0.9951586874663797,925.0
NetFlix,0.9797297297297297,0.9415584415584416,0.9602649006622517,308.0
Skype,0.9758793969849247,0.9847870182555781,0.9803129732458356,1972.0
Snapchat,0.9696969696969697,0.8,0.8767123287671234,40.0
SoundCloud,0.7575757575757576,0.6944444444444444,0.7246376811594203,36.0
Spotify,0.993514915693904,1.0,0.9967469095640858,766.0
Steam,0.9919354838709677,0.9461538461538461,0.9685039370078741,130.0
TeamViewer,0.9866071428571429,0.9910313901345291,0.9888143176733781,223.0
Telegram,0.9930313588850174,1.0,0.9965034965034965,285.0
Twitter,0.9974437627811861,0.9954081632653061,0.9964249233912155,1960.0
WhatsApp,0.922453117080588,0.958904109589041,0.9403254972875226,1898.0
Wikipedia,0.9963369963369964,1.0,0.998165137614679,272.0
YouTube,0.9434826883910387,0.9620976116303219,0.9526992287917737,1926.0
eBay,0.9801980198019802,0.9519230769230769,0.9658536585365853,104.0
accuracy,0.9706983010253724,0.9706983010253724,0.9706983010253724,0.9706983010253724
macro avg,0.9681071663759139,0.9554747323297466,0.9612871758876598,26722.0
weighted avg,0.9707998273273278,0.9706983010253724,0.9705888485206083,26722.0
